FID_1	Reference	Title	Date_Publi	Authors	Journal	Language	Country	Name_of_Si	LatDD	LonDD	Terestrial	Type_of_Ar	Proxy	Stratigraphic	Radiocarbo	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_D	Max	Min	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
43	"Anselmetti, F.S., Ariztegui, D., Hodell, D.A., Hillesheim, M.B., Brenner, M., Gilli, A., McKenzie, J.A. and Mueller, A.D., 2006. Late Quaternary climate-induced lake level variations in Lake Petén Itzá, Guatemala, inferred from seismic stratigraphic analysis. Palaeogeography, Palaeoclimatology, Palaeoecology, 230(1-2), pp.52-69."	"Late Quaternary climate-induced lake level variations in Lake PetÔö£┬«n ItzÔö£├¡, Guatemala, inferred from seismic stratigraphic analysis"	2006	"Anselmetti, F.S.; Ariztegui, D.; Hodell, D.A.; Hillesheim, M.B.; Brenner, M.; Gilli, A.; McKenzie, J.A.; Mueller, A.D."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Guatemala	Lago Peten Itza	17	-89.779	Terestrial	Lake Sediment Core	Stratigraphic description		19							N/A	-9050	1950	1675	250	675	36	133	5856	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
414	"Aragón-Moreno, A.A., Islebe, G.A. and Torrescano-Valle, N., 2012. A~ 3800-yr, high-resolution record of vegetation and climate change on the north coast of the Yucatan Peninsula. Review of palaeobotany and palynology, 178, pp.35-42."	"A ~3800-yr, high-resolution record of vegetation and climate change on the north coast of the Yucatan Peninsula"	2012	"Aragon-Moreno, A. A.; Islebe, G. A.; Torrescano-Valle, N."	Review of Palaeobotany and Palynology	English	Mexico	Ria Lagartos Biosphere Reserve	21.579444	-88.072222	Terestrial	Lake Sediment Core	Charcoal (Micro)		4							Bulk organic sediment	-1800	2000	755	128	314	20	75	5510	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
41	"Aragón-Moreno, A.A., Islebe, G.A. and Torrescano-Valle, N., 2012. A~ 3800-yr, high-resolution record of vegetation and climate change on the north coast of the Yucatan Peninsula. Review of palaeobotany and palynology, 178, pp.35-42."	"A ~3800-yr, high-resolution record of vegetation and climate change on the north coast of the Yucatan Peninsula"	2012	"Aragon-Moreno, A. A.; Islebe, G. A.; Torrescano-Valle, N."	Review of Palaeobotany and Palynology	English	Mexico	Ria Lagartos Biosphere Reserve	21.579444	-88.072222	Terestrial	Lake Sediment Core	Pollen		4							Bulk organic sediment	-1800	2000	755	128	314	20	75	5510	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
48	"Avnery, S., Dull, R.A. and Keitt, T.H., 2011. Human versus climatic influences on late-Holocene fire regimes in southwestern Nicaragua. The Holocene, 21(4), pp.699-706."	Human versus climatic influences on late-Holocene fire regimes in southwestern Nicaragua	2011	"Avnery, S.; Dull, R.A.; Keitt, T.H."	Holocene	English	Nicaragua	Charco Verde	11.477574	-85.632578	Terestrial	Lake Sediment Core	Magnetic Succeptibility		6							Terestrial Plant Macrofossils	580	2000	1667	353	848	4	23	9142	70	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
275	"Avnery, S., Dull, R.A. and Keitt, T.H., 2011. Human versus climatic influences on late-Holocene fire regimes in southwestern Nicaragua. The Holocene, 21(4), pp.699-706."	Human versus climatic influences on late-Holocene fire regimes in southwestern Nicaragua	2011	"Avnery, S.; Dull, R.A.; Keitt, T.H."	Holocene	English	Nicaragua	Charco Verde	11.477574	-85.632578	Terestrial	Lake Sediment Core	LOI (Organic)		6							Terestrial Plant Macrofossils	580	2000	1667	353	848	4	23	9142	70	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
467	"Avnery, S., Dull, R.A. and Keitt, T.H., 2011. Human versus climatic influences on late-Holocene fire regimes in southwestern Nicaragua. The Holocene, 21(4), pp.699-706."	Human versus climatic influences on late-Holocene fire regimes in southwestern Nicaragua	2011	"Avnery, S.; Dull, R.A.; Keitt, T.H."	Holocene	English	Nicaragua	Charco Verde	11.477574	-85.632578	Terestrial	Lake Sediment Core	Charcoal (Undefined)		6							Terestrial Plant Macrofossils	580	2000	1667	353	848	4	23	9142	70	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
46	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chilonche	16.8	-90.033333	Terestrial	Lake Sediment Core	LOI (Carbonates)		1		1					N/A	1645	N/A	2144	317	869	48	177	5671	256	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
60	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chilonche	16.8	-90.033333	Terestrial	Lake Sediment Core	Point Geochemistry		1		1					N/A	1645	N/A	2144	317	869	48	177	5671	256	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
277	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chilonche	16.8	-90.033333	Terestrial	Lake Sediment Core	LOI (Organic)		1		1					N/A	1645	N/A	2144	317	869	48	177	5671	256	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
382	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chilonche	16.8	-90.033333	Terestrial	Lake Sediment Core	Charcoal (Micro)		1		1					N/A	1645	1950	2144	317	869	48	177	5671	256	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
255	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chilonche	16.8	-90.033333	Terestrial	Lake Sediment Core	Pollen		1		1					N/A	1645	N/A	2144	317	869	48	177	5671	256	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
32	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chimj	16.85	-90.133333	Terestrial	Lake Sediment Core	LOI (Carbonates)		0		1					N/A	1645	N/A	2163	328	877	50	176	5739	184	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
59	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chimj	16.85	-90.133333	Terestrial	Lake Sediment Core	Point Geochemistry		0		1					N/A	1645	N/A	2163	328	877	50	176	5739	184	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
276	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chimj	16.85	-90.133333	Terestrial	Lake Sediment Core	LOI (Organic)		0		1					N/A	1645	N/A	2163	328	877	50	176	5739	184	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
353	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chimj	16.85	-90.133333	Terestrial	Lake Sediment Core	Charcoal (Micro)		0		1					N/A	1645	1950	2163	328	877	50	176	5739	184	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
197	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Aguada Chimj	16.85	-90.133333	Terestrial	Lake Sediment Core	Pollen		0		1					N/A	1645	N/A	2163	328	877	50	176	5739	184	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
352	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Lago Oquevix	16.648694	-89.750195	Terestrial	Lake Sediment Core	Charcoal (Micro)		0		1					N/A	1300	1950	2384	363	1014	52	198	5843	150	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
196	"Brenner, M., Leyden, B. and Binford, M.W., 1990. Recent sedimentary histories of shallow lakes in the Guatemalan savannas. Journal of Paleolimnology, 4(3), pp.239-252."	Recent sedimentary histories of shallow lakes in the guatemalan savannas	1990	"Brenner, M.; Leyden, B.; Binford, M.W."	Journal of Paleolimnology	English	Guatemala	Lago Oquevix	16.648694	-89.750195	Terestrial	Lake Sediment Core	Pollen		0		1					N/A	1645	N/A	2384	363	1014	52	198	5843	150	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
331	"Bush, M.B. and Colinvaux, P.A., 1994. Tropical forest disturbance: paleoecological records from Darien, Panama. Ecology, 75(6), pp.1761-1768."	"Tropical forest disturbance: paleoecological records from Darien, Panama"	1994	"Bush, M.B.; Colinvaux, P.A."	Ecology	English	Panama	Cana Swamp	7.75	-77.583333	Terestrial	Swamp Sediment Core	Pollen		1							N/A	-1790	#VALUE!	2886	440	1202	22	120	6329	415	Chocó-Darién moist forests	Tropical & Subtropical Moist Broadleaf Forests
64	"Bush, M.B. and Colinvaux, P.A., 1994. Tropical forest disturbance: paleoecological records from Darien, Panama. Ecology, 75(6), pp.1761-1768."	"Tropical forest disturbance: paleoecological records from Darien, Panama"	1994	"Bush, M.B.; Colinvaux, P.A."	Ecology	English	Panama	Lago Wodehouse	7.75	-77.583333	Terestrial	Lake Sediment Core	Diatoms		7							N/A	-1960	1640	2886	440	1202	22	120	6329	415	Chocó-Darién moist forests	Tropical & Subtropical Moist Broadleaf Forests
327	"Bush, M.B. and Colinvaux, P.A., 1994. Tropical forest disturbance: paleoecological records from Darien, Panama. Ecology, 75(6), pp.1761-1768."	"Tropical forest disturbance: paleoecological records from Darien, Panama"	1994	"Bush, M.B.; Colinvaux, P.A."	Ecology	English	Panama	Lago Wodehouse	7.75	-77.583333	Terestrial	Lake Sediment Core	Pollen		7							N/A	-1960	1640	2886	440	1202	22	120	6329	415	Chocó-Darién moist forests	Tropical & Subtropical Moist Broadleaf Forests
67	"Bush, M.B., Piperno, D.R., Colinvaux, P.A., De Oliveira, P.E., Krissek, L.A., Miller, M.C. and Rowe, W.E., 1992. A 14 300‐Yr Paleoecological Profile of a Lowland Tropical Lake in Panama. Ecological Monographs, 62(2), pp.251-275."	A 14 300-year paleoecological profile of a lowland tropical lake in Panama	1992	"Bush, M.B.; Piperno, D.R.; Colinvaux, P.A.; De Oliveira, P.E.; Krissek, L.A.; Miller, M.C.; Rowe, W.E."	Ecological Monographs	English	Panama	Lago La Yeguada	8.45	-80.85	Terestrial	Lake Sediment Core	Diatoms		12							N/A	-12350	1950	2747	510	1232	7	94	7025	695	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
69	"Bush, M.B., Piperno, D.R., Colinvaux, P.A., De Oliveira, P.E., Krissek, L.A., Miller, M.C. and Rowe, W.E., 1992. A 14 300‐Yr Paleoecological Profile of a Lowland Tropical Lake in Panama. Ecological Monographs, 62(2), pp.251-275."	A 14 300-year paleoecological profile of a lowland tropical lake in Panama	1992	"Bush, M.B.; Piperno, D.R.; Colinvaux, P.A.; De Oliveira, P.E.; Krissek, L.A.; Miller, M.C.; Rowe, W.E."	Ecological Monographs	English	Panama	Lago La Yeguada	8.45	-80.85	Terestrial	Lake Sediment Core	Phytoliths		12							N/A	-12350	1950	2747	510	1232	7	94	7025	695	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
71	"Bush, M.B., Piperno, D.R., Colinvaux, P.A., De Oliveira, P.E., Krissek, L.A., Miller, M.C. and Rowe, W.E., 1992. A 14 300‐Yr Paleoecological Profile of a Lowland Tropical Lake in Panama. Ecological Monographs, 62(2), pp.251-275."	A 14 300-year paleoecological profile of a lowland tropical lake in Panama	1992	"Bush, M.B.; Piperno, D.R.; Colinvaux, P.A.; De Oliveira, P.E.; Krissek, L.A.; Miller, M.C.; Rowe, W.E."	Ecological Monographs	English	Panama	Lago La Yeguada	8.45	-80.85	Terestrial	Lake Sediment Core	Stratigraphic description		12							N/A	-12350	1950	2747	510	1232	7	94	7025	695	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
278	"Bush, M.B., Piperno, D.R., Colinvaux, P.A., De Oliveira, P.E., Krissek, L.A., Miller, M.C. and Rowe, W.E., 1992. A 14 300‐Yr Paleoecological Profile of a Lowland Tropical Lake in Panama. Ecological Monographs, 62(2), pp.251-275."	A 14 300-year paleoecological profile of a lowland tropical lake in Panama	1992	"Bush, M.B.; Piperno, D.R.; Colinvaux, P.A.; De Oliveira, P.E.; Krissek, L.A.; Miller, M.C.; Rowe, W.E."	Ecological Monographs	English	Panama	Lago La Yeguada	8.45	-80.85	Terestrial	Lake Sediment Core	LOI (Organic)		12							N/A	-12350	1950	2747	510	1232	7	94	7025	695	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
